,tweet,class
5337,Your A Good Gravedigger Charlie Brown SpookyBroadway,0
5338,Your acting like a spoiled little faggot have fun,1
5339,Your grammar is trash,0
5340,Your pathetic plan failed Enjoy my phone you fucking monkey Let me see your ass at Benton park You wanna talk shit Ill carve your face,1
5341,Your retarded,1
5342,Youre a fucking ugly bitch I wanna stab you to death and then play around with your blood Patrick Bateman,1
5343,Yup Egg nog trash rap,0
5344,Zack still questions my love for Oreos lol,0
5345,Zimmerman we comin for yo life bitch,1
5346,after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer i think the youtube page is still open,0
5347,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or aint getting enough pussy,1
5348,ahah fucking queer kill urself,1
5349,ahahahh ping pang POW HOW U LIKE ME NOW Shouts out 2 my bro Dre Hogg Style Ent Uza fool 4 dis 1,0
5350,and another one Two hoes yall know what we are,0
5351,and now every time me and my friend talk no matter the subject her nips haunt us its as if one nip was introducing itself to the other,0
5352,another long night with allergies need better ned than zertec or however you spell it,0
5353,anybody remember that movie Thumbelina I didnt noticed how flamin the bird was until now,0
5354,anybody want any sugar maple saplings I have about 50 popping up in Heidis hillbilly beach me and emms planted two Friday,0
5355,anybody want to take me to pollo,0
5356,apparently Im pathetic trash alright,0
5357,auto tranny,0
5358,b c she likes black men and rap music Huh lol in general she wants to be colored,0
5359,bae won his game redskins,0
5360,bats are cool as hell because theyre basically half tiny fox half leather bird,0
5361,beanies cumming real soon,0
5362,been a long December hasnt it counting crows,0
5363,before and after I started playing flappy bird before after,0
5364,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate toughbreak,0
5365,bitch kill yoself go on to the bathroom and eat the pills bitch all of em,1
5366,bitch youre white stfu with your shitty Spanish,1
5367,bitches be like im mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur,1
5368,blue sapphire earrings 18k yellow gold clip on diamond Alexandra Earrings in Emerald Crystal on Emma,0
5369,bound gagged shoved in a trash bin with two bullets in the back of the head I suspect natural causes said the worlds worst detective,0
5370,brass monkey dat funky monkey,0
5371,can my cat not kill birds and make a huge mes of feathers,0
5372,cant decide if i should wear my yellow rain boots for the purposes of being all black amp yellow errrrything,0
5373,cant trust niggas when it come to bitches,1
5374,chargers and raiders are both trash boltupdoe,0
5375,cheeky lol I want those all black and yellow 95s again ughh I those,0
5376,chicken spaghetti trash,0
5377,cleaned all the bird nests out of the downspouts and ready for more rain the baby birds are out now respect the birds and bees,0
5378,colored denim makes me puke,0
5379,cookies and crackers arent even on the same level,0
5380,coon lt fills coffee up halfway gt lt uses 11 Irish cremes to fill other half gt,0
5381,coons,1
5382,country boy hick lyfe white tee rebel flag,0
5383,cousin why is there a bird on your screen me its twitter cousin i poke you me thats facebook,0
5384,cut up porkchop canned pinto beans a small can of carrots can of corn celery a potato cayenne powder crushed red pepper,0
5385,damn lol Janay Rice speaks on the domestic violence costume that mocks her marriage,0
5386,dblite works like a charm in OpenWrt Arduino Yun with full test coverage The gyp version would rarely made in there,0
5387,dem niggas ca have them white hoes I love my beautiful black sistas,1
5388,diet coke trash,0
5389,directions let bird chill in sink for 30 minutesme ok,0
5390,do you think all the rice fags are at McDonalds,1
5391,dodgerofzion asked A giant green rooster walks in carrying a tray of brownies You may have a brownie in,0
5392,dont make direct eye contact with anything birds cats nothing lol Im going out west to bu,0
5393,dumb ugly stupid bullshit ass bitch,1
5394,egg nog taste like what bird doodoo look like,0
5395,eggnog trash,0
5396,eharmony just informed me that my soulmate is an 02 Sea Doo with a trash bag of Whataburger taquitos bungeed on top Thx Dr Neil Warren,0
5397,escort missions in games are universally trash,0
5398,even nature looks awesome when colored in 663399Becca,0
5399,everybodys favorite phrase to try and end an argument You do you and I do me lmao faggots,1
5400,f u tumblr bc my blog is black amp white but theres so many great colored things I could reblog fml,0
5401,faggot,1
5402,faggots,1
5403,fat bitches fat bitches heeeey,1
5404,fat dykes make me want to vomit,1
5405,feelin all warm and fuzzy inside,0
5406,fuck ray rice someone crack that bitch,1
5407,fucking CHRIST i hate tutors and TAs you literally get paid to teach retards to stop picking their nose GET THE FUCK OUTTA MY FACE,1
5408,fuzzy socks are the actual life,0
5409,gay ass fags,1
5410,glenladen got life flight to osu and they are saving him dont mess with the birds RESPECT,0
5411,go get left in a hot car and die bitch,1
5412,graham crackers with marshmallows the little marshmallows and little chocolate bars and we can make smores man,0
5413,green beans summer yellow squash zucchini cucumber I will set some more out by the road today its free,0
5414,guess I will mess with it later not sure what else to do maybe trash it lol not yet maybe after I when the lottery,0
5415,guess rubes doesnt want to go on a date with me,0
5416,guy complains to me gays are over sensitive my response and look at you complaining like little pussy waahh waahh hypocrite,1
5417,harm this pussy instead missing 26 yr old USC medical student last seen Tuesday May harm himself,1
5418,having a blast yesterday she even had me on the monkey bars tryna kill myself lol,0
5419,hes making fun of me cause Im worried about the bird and he saying hes not surprised because I dont like splitting poles lol ugh jerk,0
5420,hillbilly bone bo bone bo bone bone,0
5421,hoe ass nigga,1
5422,hope gezus gets shot in his faggot head houston nbombs,1
5423,how ah yardie reach wyoming live at,0
5424,how much you wanna bet that a anti government black helicopter teabagger was behind the Boston Marathon explosions p2 tcot,0
5425,how the fuck do all these fucking faggot ass randos even find zoes ask account,1
5426,now works on fancy telephones so I am told I have a clam phone that I call Mr Clam that only texts and phones,0
5427,Leo get the fuck off of vine you fag,1
5428,i dont think women should wear flesh tone colored pants lol,0
5429,i find it funny when fags write looking for bf on a grindr ap LOL thats a fucking ap dumbass,1
5430,i get what that girls point seems to be but colored people died during the holocaust and 9 11 if thats a picture of the holocaust idk,0
5431,i hate hoes,1
5432,i made sweet amp SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken shrimp my back is hurting,0
5433,i reblogged them to mock her god bless,0
5434,i saved a bird yesterday,0
5435,i think i need to watch dawn of the planet of the apes now,0
5436,i thought garbage men were supposed to bring trash to the dump but they wouldnt take me ha ha ha self depreciation ftw,0
5437,i wanna go to the ghetto club tonight,0
5438,i was pulling for the redskins in that one,0
5439,i was such a teachers pet in elementary school like i brought them cookies and brownies and gave them hugs im ashamed,0
5440,iMessage so trash,0
5441,iOS 8 autocorrect is trash My phone be capitalizing the dumbest things,0
5442,if i were to die and be resurrected as an animal id be a howler monkey,0
5443,if ice jj fish gets all these looks who really trash me or him,0
5444,if u dont buy the box of colored goldfish you r a racist tbh,0
5445,if u eat fried eggs and leave the yolk entirely yellow ur a disgrace and also nasty,0
5446,if ur girl watch Snapped in front of u she trying to spook u,0
5447,im genuinely getting mad at this childrens video game about mickey mouse and darkness and big keys,0
5448,im wearing a sweater and its ike 80 degrees in my house,0
5449,in real life and online I follow that sorry folks but just cause I look like a border hopper dont mean I am one born and raised here,1
5450,inb4 you unfunny nigger kill yourself,1
5451,ion like papoose but he went in lol,0
5452,ion speak on how flaw niggas and thirsty hoes be on I g but boyyyyyy look at here,1
5453,is it ghetto to grease yo scalp at work,0
5454,is she choking it I want a pet monkey,0
5455,it means that im following orders and being subordinate sue me ya dyke,1
5456,its a brand new day and the birds they chirpin,0
5457,its awesome when people youve known for years talk trash about you behind your back and then ask you for favors later truly awesome,0
5458,its so weird outside its like yellow,0
5459,its either a gun a sandwich or both details looking really fuzzy right now and i dont trust any police department in MO,0
5460,jacob u look like a monkey in dis,0
5461,janet Jacksons nip slip iconic,0
5462,jig levitating Samsung made fun of Bendgate Now the Galaxy Note 4 fails too,0
5463,jig levitating for lousiville,0
5464,jm sorry to hear this Im going to chipotle for the first time It better not be trash,0
5465,just found out has an Australian president hoosiers are my team hoosierstate indiana iu iubb big10 20 2 tonight,0
5466,just noticed some trash on my notification page i had to clean up,0
5467,just saw the words tinker tailor soldier spy and muttered no aloud,0
5468,kit kats trash,0
5469,last thought before bed in 92 we had a mock election in 3rd grade and i voted for Perot maybe i related to his really big ears idk,0
5470,like animal crackers are legit the best snack,0
5471,lil spook and yung lean and robb all night,0
5472,lmao I s2g having roots with yellow white hair makes it look so dirty Im,0
5473,lmaoooo Girls dont let a guy treat you like a yellow starburst You are a pink starburst,0
5474,lmaoooo Everything on BET is trash B Rad White Mike was on BET he cant be trash,0
5475,lol that tweet zebra,0
5476,lol they replaced the big yellow chicken with Homer,0
5477,looking like a hillbilly and not matching is what I do best goodnight losers,1
